RCP_PARTS_DTLS,RCP_NM,RCP_WAY2,LOW_NA,HIGH_PRO,VEGAN,DIETS,new_train
도토리묵  올방개묵  검정깨묵 각각     귀리밥       계란      콩나물     국물   닭가슴살      마늘      대파      양파      맛간장      흰후추     버섯마늘소금   ,묵계밥,끓이기,1,0,0,1,"['도토리묵', '올방개묵', '검정깨묵', '귀리밥', '계란', '콩나물', '국물', '닭가슴살', '마늘', '대파', '양파', '맛간장', '흰후추', '버섯마늘소금']"
우엉      연근      감자      청고추      양파      당근     쌀       오이      통깨     맛간장      참기름     마늘기름      함초소금   ,근채류주먹밥,볶기,1,0,1,1,"['우엉', '연근', '감자', '청고추', '양파', '당근', '쌀', '오이', '통깨', '맛간장', '참기름', '마늘기름', '함초소금']"
미니 단호박       찹쌀       밤      대추      크린베리     양념장   맛간장      참기름      계피가루   ,단호박약식,찌기,1,0,1,1,"['미니', '단호박', '찹쌀', '밤', '대추', '크린베리', '맛간장', '참기름', '계피가루']"
소 채끝살       감자      시금치      당근     소스   레드와인        망고      딸기잼      볶은소금       후추    무염버터     설탕      레몬즙     다진양파    ,달콤스테이크,굽기,1,1,1,1,"['소', '채끝살', '감자', '시금치', '당근', '레드와인', '망고', '딸기잼', '볶은소금', '후추', '무염버터', '설탕', '레몬즙', '다진양파']"
식빵        토마토       어린이치즈       양상추      감자       올리고당       달걀       당근       오이      양파       소금      ,삼색샌드위치,기타,1,0,1,0,"['식빵', '토마토', '어린이치즈', '양상추', '감자', '올리고당', '달걀', '당근', '오이', '양파']"
황태채        밀가루       찹쌀가루       녹말가루      삼색분말 각       달걀       튀김기름         소스   파프리카       양파       당근       오이      파인애플       저염간장       설탕       식초      물녹말 녹말가루      물     ,황태탕수육,튀기기,1,1,1,0,"['황태채', '밀가루', '찹쌀가루', '녹말가루', '삼색분말', '각', '달걀', '튀김기름', '파프리카', '양파', '당근', '오이', '파인애플', '저염간장', '설탕', '식초', '물녹말', '녹말가루']"
소시지        나무막대기  개   밀가루       달걀      빵가루       튀김기름        파프리카       밥      감자       달걀흰자       소금      ,밥핫도그,튀기기,1,0,0,0,"['소시지', '나무막대기', '밀가루', '달걀', '빵가루', '튀김기름', '파프리카', '밥', '감자', '달걀흰자']"
소등심        소금        후춧가루         로즈마리       애호박       양파       가지       파프리카      토마토        소스   발사믹소스       설탕       마늘       사과     ,스테이크카나페,굽기,1,1,1,0,"['소등심', '후춧가루', '로즈마리', '애호박', '양파', '가지', '파프리카', '토마토', '발사믹소스', '설탕', '마늘', '사과']"
라이스페퍼       당근       달걀       시금치      소금        돼지고기       마늘       대파       맛술      저염간장       설탕       통깨      참기름     후춧가루         고구마       두부       토마토      양파       견과류     ,꽃밥,볶기,1,0,0,0,"['라이스페퍼', '당근', '달걀', '시금치', '돼지고기', '마늘', '대파', '맛술', '저염간장', '설탕', '통깨', '참기름', '후춧가루', '고구마', '두부', '토마토', '양파', '견과류']"
밀가루        시금치가루       호박가루      백년초가루       물       식용유      소금       양파       양송이버섯       새송이버섯      표고버섯       두부       소금        새우       마늘      우유        생크림     ,버섯만두찜,찌기,1,1,1,0,"['밀가루', '시금치가루', '호박가루', '백년초가루', '식용유', '양파', '양송이버섯', '새송이버섯', '표고버섯', '두부', '새우', '마늘', '우유', '생크림']"
다진소고기       다진돼지고기       찹쌀가루       밥      대파       후춧가루         맛술       저염간장      생크림       식용유       새송이버섯       시금치      당근       양파       마늘       떡볶이떡      저염간장       올리고당     ,떡갈비주먹밥,굽기,1,0,0,0,"['다진소고기', '다진돼지고기', '찹쌀가루', '밥', '대파', '후춧가루', '맛술', '저염간장', '생크림', '식용유', '새송이버섯', '시금치', '당근', '양파', '마늘', '떡볶이떡', '저염간장', '올리고당']"
쌀        참기름      홍합       양파       당근      표고버섯       건새우        육수   건새우       다시마     ,홍합죽,끓이기,1,0,1,1,"['쌀', '참기름', '홍합', '양파', '당근', '표고버섯', '건새우', '육수', '건새우', '다시마']"
돼지등심        정종       소금        후춧가루        우유       밀가루       달걀       빵가루      튀김기름         소스   삶은 달걀       피클       마요네즈        곁들임채소   방울토마토       양상추      어린잎채소       파슬리가루      ,샐러드돈가스,굽기,1,0,0,0,"['돼지등심', '정종', '후춧가루', '우유', '밀가루', '달걀', '빵가루', '튀김기름', '삶은', '달걀', '피클', '마요네즈', '곁들임채소', '방울토마토', '양상추', '어린잎채소', '파슬리가루']"
스파게티        올리브오일      소금        양송이      새우       파슬리가루        버터       양파       마늘      밀가루       육수        우유        생크림        육수   조개       물      ,조개크림파스타,끓이기,1,0,1,1,"['스파게티', '올리브오일', '양송이', '새우', '파슬리가루', '버터', '양파', '마늘', '밀가루', '육수', '우유', '생크림', '육수', '조개']"
닭봉        오렌지       레몬       생강즙      카레가루       튀김기름         소스   양파       땅콩       마요네즈      파스리가루        요거트        곁들임채소   어린잎     ,닭날개튀김,튀기기,1,0,0,0,"['닭봉', '오렌지', '레몬', '생강즙', '카레가루', '튀김기름', '양파', '땅콩', '마요네즈', '파스리가루', '요거트', '곁들임채소', '어린잎']"
보리쌀       당근       양파       마늘       대파      버터       오징어       새우       시금치       소금       생크림       우유        치즈       파슬리가루         육수         조개       다시마     ,해산물리조또,끓이기,1,0,1,0,"['보리쌀', '당근', '양파', '마늘', '대파', '버터', '오징어', '새우', '시금치', '생크림', '우유', '치즈', '파슬리가루', '육수', '조개', '다시마']"
다진 쇠고기      다진 돼지고기       매실액       맛술      양파       당근       새송이버섯       마늘       대파      떡볶이떡        식용유       저염간장       올리고당      참기름      후춧가루         통깨    ,떡완자조림,끓이기,1,1,0,0,"['쇠고기', '돼지고기', '매실액', '맛술', '양파', '당근', '새송이버섯', '마늘', '대파', '떡볶이떡', '식용유', '저염간장', '올리고당', '참기름', '후춧가루', '통깨']"
닭고기살        후춧가루         스파게티       올리브유     브로컬리       양송이       표고버섯       파프리카      당근       양파       다진마늘       토마토      토마토페스트       육수       토마토소스       케첩      생크림     ,닭고기채소스파게티,볶기,1,0,0,0,"['닭고기살', '후춧가루', '스파게티', '올리브유', '브로컬리', '양송이', '표고버섯', '파프리카', '당근', '양파', '다진마늘', '토마토', '토마토페스트', '육수', '토마토소스', '케첩', '생크림']"
재료 배추       오이       표고버섯       피망       당근      녹말가루       닭가슴살        마늘       대파      삶은 메추리알      양념 참기름      간장      후춧가루     빠금장소스 빠금장       휘핑크림       우유      다진 청양고추      후춧가루      참깨    ,계만두,찌기,1,0,0,0,"['배추', '오이', '표고버섯', '피망', '당근', '녹말가루', '닭가슴살', '마늘', '대파', '삶은', '메추리알', '참기름', '간장', '후춧가루', '빠금장소스', '빠금장', '휘핑크림', '우유', '청양고추', '후춧가루', '참깨']"
재료 닭가슴살        두부       수삼       파프리카       대추      블루베리소스 블루베리잼       화이트와인       설탕     ,삼계선,찌기,1,1,0,1,"['닭가슴살', '두부', '수삼', '파프리카', '대추', '블루베리소스', '블루베리잼', '화이트와인', '설탕']"
재료 표고버섯       밀가루      달걀       잣     대추      단호박      피클      소 다진 쇠고기       다진 대파      다진 마늘     다진 양파      다진 파프리카      으깬 두부      오렌지소스 오렌지주스       유자청    ,쇠고기표고찜,찌기,1,1,0,1,"['표고버섯', '밀가루', '달걀', '잣', '대추', '단호박', '피클', '소', '쇠고기', '대파', '마늘', '양파', '파프리카', '으깬', '두부', '오렌지소스', '오렌지주스', '유자청']"
재료 다진 돼지고기       다진 쇠고기       가지      가래떡       유자청       간장      연근     고기 밑간 다진 파      다진 마늘      다진 양파      소금      후춧가루      참기름    ,떡갈비찜,찌기,1,0,0,0,"['돼지고기', '쇠고기', '가지', '가래떡', '유자청', '간장', '연근', '고기', '파', '마늘', '양파', '후춧가루', '참기름']"
재료 두부       새우       관자       파프리카       새싹채소      완두콩드레싱 삶은 완두콩       두유       꿀       검은깨    ,해산물두부샌드,찌기,1,1,1,1,"['두부', '새우', '관자', '파프리카', '새싹채소', '완두콩드레싱', '삶은', '완두콩', '두유', '꿀', '검은깨']"
재료 돼지고기 불고기용         단호박       죽순      양파       대파       마른 표고버섯      양념장 저염간장      고추장       고춧가루     된장육수 된장      물       양념 다진 마늘      부순 참깨      참기름    ,단호박제육볶음,볶기,1,0,0,1,"['돼지고기', '불고기용', '단호박', '죽순', '양파', '대파', '표고버섯', '저염간장', '고추장', '고춧가루', '된장육수', '된장', '마늘', '부순', '참깨', '참기름']"
재료 콩고기        양파       당근      양배추       깻잎      느타리버섯       표고버섯       새송이버섯      부추       미나리       청양고추     양념장 설탕      저염진간장       맛술      배     다진 양파      매실액       참기름       양념 들기름      다진 파      다진 마늘      다진 생강    ,버섯콩불고기,볶기,1,0,1,0,"['콩고기', '양파', '당근', '양배추', '깻잎', '느타리버섯', '표고버섯', '새송이버섯', '부추', '미나리', '청양고추', '설탕', '저염진간장', '맛술', '배', '양파', '매실액', '참기름', '들기름', '파', '마늘', '생강']"
재료 차돌박이        파프리카       양파       부추      해초      소스  발사믹식초      매실청      올리브유     소스  마요네즈       연겨자     소스  유자청       식초     고기 밑간 설탕        후춧가루        저염 간장      배       양파     해초 밑간 설탕      식초    ,차돌박이볶음,볶기,1,0,1,0,"['차돌박이', '파프리카', '양파', '부추', '해초', '발사믹식초', '매실청', '올리브유', '마요네즈', '연겨자', '유자청', '식초', '고기', '설탕', '후춧가루', '저염', '간장', '배', '양파', '해초', '설탕', '식초']"
 필수 재료   오리고기       가지       양파       파프리카       새송이버섯       브로콜리       부추      방울토마토       식용유      고기 밑간   후춧가루      맛술      다진마늘      토마토고추장소스   토마토       양파      풋고추      다진마늘      고추장      물엿    ,토마토오리볶음,볶기,1,1,0,0,"['오리고기', '가지', '양파', '파프리카', '새송이버섯', '브로콜리', '부추', '방울토마토', '식용유', '고기', '후춧가루', '맛술', '다진마늘', '토마토고추장소스', '토마토', '양파', '풋고추', '다진마늘', '고추장', '물엿']"
재료 양배추       양파       표고버섯       양송이버섯      파프리카       피망       대파      마늘      토마토      비트        식용유      돼지고기       양념 소금        설탕      후춧가루        간장     생강        고추장      물엿    ,토마토두루치기,볶기,1,0,0,0,"['양배추', '양파', '표고버섯', '양송이버섯', '파프리카', '피망', '대파', '마늘', '토마토', '비트', '식용유', '돼지고기', '설탕', '후춧가루', '간장', '생강', '고추장', '물엿']"
피시볼반죽 검은콩       쪽파      동태포       감자전분      밀가루      청양고추      달걀흰자     소스 마늘      녹말가루      가다랑어장국      간장     물         유자청      대파    ,검은콩피시볼조림,끓이기,1,1,1,1,"['피시볼반죽', '검은콩', '쪽파', '동태포', '감자전분', '밀가루', '청양고추', '달걀흰자', '마늘', '녹말가루', '가다랑어장국', '간장', '유자청', '대파']"
재료 대하  마리   화이트와인       시금치       유자청      매실액       아보카도       토마토      닭육수 닭다리  개   월계수잎      물      ,대하조림,끓이기,1,1,0,1,"['대하', '화이트와인', '시금치', '유자청', '매실액', '아보카도', '토마토', '닭육수', '닭다리', '월계수잎']"
재료 돼지고기       가지       김치       청피망       붉은피망      양파       생강      마늘       올리브유      레몬      레드와인        올리고당      고기 삶는 재료 양파       월계수잎      정향      후춧가루     마늘      생강      물      ,묵은지가지말이,끓이기,1,0,0,0,"['돼지고기', '가지', '김치', '청피망', '붉은피망', '양파', '생강', '마늘', '올리브유', '레몬', '레드와인', '올리고당', '고기', '삶는', '양파', '월계수잎', '정향', '후춧가루', '마늘', '생강']"
찹쌀      우유       함초      크렌베리     다진양파      파마산치즈    ,함초타락죽,끓이기,1,0,1,0,"['찹쌀', '우유', '함초', '크렌베리', '다진양파', '파마산치즈']"
황태      두부      함초      무       청고추      홍고추     쪽파      흰후추     어간장     대파뿌리   ,황태두부무국,끓이기,1,1,1,1,"['황태', '두부', '함초', '무', '청고추', '홍고추', '쪽파', '흰후추', '어간장', '대파뿌리']"
주꾸미      바지락살       소고기      닭가슴살      양파     청고추      홍고추      당근      미나리     양념장   맛간장      마늘기름      다진마늘     통깨     참기름   ,삼합잡채,볶기,1,1,0,1,"['주꾸미', '바지락살', '소고기', '닭가슴살', '양파', '청고추', '홍고추', '당근', '미나리', '맛간장', '마늘기름', '다진마늘', '통깨', '참기름']"
냉동고등어       전분가루      식용유       우유       카레가루     감자      애호박       방울토마토      양파      사과      꿀    ,고등어카레탕수,끓이기,1,0,1,1,"['냉동고등어', '전분가루', '식용유', '우유', '카레가루', '감자', '애호박', '방울토마토', '양파', '사과', '꿀']"
볶은현미      볶은율무      볶은수수      혼합견과      흑임자     소스   올리고당      설탕      기름    ,효도강정,끓이기,1,0,1,0,"['볶은현미', '볶은율무', '볶은수수', '혼합견과', '흑임자', '올리고당', '설탕', '기름']"
양파      절임물   물       볶은소금     식초      비트    국물   절임물       생강청      식초      청양고추   ,비트양파김치,기타,1,1,1,1,"['양파', '절임물', '볶은소금', '식초', '비트', '국물', '절임물', '생강청', '식초', '청양고추']"
관자       양파      브로콜리      시금치      생크림      우유      버터      파마산가루     다진마늘     흰후추     마늘칩   ,관자브로콜리스프,끓이기,1,0,1,0,"['관자', '양파', '브로콜리', '시금치', '생크림', '우유', '버터', '파마산가루', '다진마늘', '흰후추', '마늘칩']"
 필수 재료   실곤약       당근       오이       양파       팽이버섯      청고추       홍고추       영양부추       달걀       식용유      소스   맛간장      흑설탕      다진마늘      다진대파      흰후추        양념   참기름      통깨      레몬즙     ,곤약잡채,볶기,1,0,1,1,"['실곤약', '당근', '오이', '양파', '팽이버섯', '청고추', '홍고추', '영양부추', '달걀', '식용유', '맛간장', '흑설탕', '다진마늘', '다진대파', '흰후추', '참기름', '통깨', '레몬즙']"
닭가슴살       미역      두부      청양고추      대파      당근      계란     소스   저염간장      식초      레몬즙      고추냉이     통깨   ,미역 닭가슴살전,굽기,1,1,0,1,"['닭가슴살', '미역', '두부', '청양고추', '대파', '당근', '계란', '저염간장', '식초', '레몬즙', '고추냉이', '통깨']"
두가지 묵 올방개묵  검정깨묵  각    씩  당귀잎     양파      노란 파프리카      알배추     소스   저염간장      유자청      다진청고추     다진홍고추     다진대파   ,두가지묵샐러드,기타,1,0,1,1,"['두가지', '묵', '올방개묵', '검정깨묵', '각', '씩', '당귀잎', '양파', '노란', '파프리카', '알배추', '저염간장', '유자청', '다진청고추', '다진홍고추', '다진대파']"
흰앙금       블루베리      설탕      한천      물    ,블루베리양갱,기타,1,1,1,1,"['흰앙금', '블루베리', '설탕', '한천']"
장어       우유       후추    곁들이 샐러드   우엉      인삼      미나리      팽이      양파     샐러드소스   청고추      홍고추      맛간장   ,장어찜,찌기,1,1,1,0,"['장어', '우유', '후추', '곁들이', '샐러드', '우엉', '인삼', '미나리', '팽이', '양파', '샐러드소스', '청고추', '홍고추', '맛간장']"
단단한 두부       슬라이스햄      올리브오일      로즈마리     볶은소금    샐러드   마요네즈      당근      양파      오이     소스   맛간장      양파      다진마늘     후추     ,두부까나페,기타,1,1,0,1,"['단단한', '두부', '슬라이스햄', '올리브오일', '로즈마리', '볶은소금', '샐러드', '마요네즈', '당근', '양파', '오이', '맛간장', '양파', '다진마늘', '후추']"
청국장가루      두부      밥       표고버섯      당근      애호박     양념장   다진쇠고기      참기름      맛간장      버섯마늘소금    흰후추     다진마늘      다진대파     흑임자   ,두부청국장죽,끓이기,1,1,0,1,"['청국장가루', '두부', '밥', '표고버섯', '당근', '애호박', '다진쇠고기', '참기름', '맛간장', '버섯마늘소금', '흰후추', '다진마늘', '다진대파', '흑임자']"
증편       망고       양상추      치커리      방울토마토      양파     소스   올리브오일      유자청      식초      볶은소금     후추     다진 파프리카 노랑      다진 청피망      다진 홍피망      통깨   ,망고샐러드,기타,1,0,1,1,"['증편', '망고', '양상추', '치커리', '방울토마토', '양파', '올리브오일', '유자청', '식초', '볶은소금', '후추', '파프리카', '노랑', '청피망', '홍피망', '통깨']"
토마토        판젤라틴       레몬       올리고당      블루베리       설탕     ,토마토젤리,기타,1,1,1,1,"['토마토', '판젤라틴', '레몬', '올리고당', '블루베리', '설탕']"
닭가슴살        소금        후춧가루         버터      느타리버섯       시금치       굴소스      올리브오일        카레소스   베이컨       양파       카레가루       대파      생크림       우유        곁들임   어린잎채소     ,샌드스테이크,굽기,1,1,0,0,"['닭가슴살', '후춧가루', '버터', '느타리버섯', '시금치', '굴소스', '올리브오일', '카레소스', '베이컨', '양파', '카레가루', '대파', '생크림', '우유', '곁들임', '어린잎채소']"
돼지고기        생강       소금        후춧가루        저염간장       정종       설탕       대파       마늘      양파       참기름      통깨      새송이버섯      표고버섯       가지       홍피망        된장소스   된장       마요네즈       생크림      다진 땅콩     ,맥적구이,굽기,1,1,0,0,"['돼지고기', '생강', '후춧가루', '저염간장', '정종', '설탕', '대파', '마늘', '양파', '참기름', '통깨', '새송이버섯', '표고버섯', '가지', '홍피망', '된장소스', '된장', '마요네즈', '생크림', '땅콩']"
생선살        맛술       생강       소금       밀가루       양파      당근       샐러리       마늘      옥수수       어린이치즈       튀김기름      ,채소어묵,튀기기,1,1,1,0,"['생선살', '맛술', '생강', '밀가루', '양파', '당근', '샐러리', '마늘', '옥수수', '어린이치즈', '튀김기름']"
주꾸미        밀가루       보리       미나리       당근       양파       참기름     육수        저염치즈       우유        저염간장    ,주꾸미보리죽,끓이기,1,1,1,0,"['주꾸미', '밀가루', '보리', '미나리', '당근', '양파', '참기름', '육수', '저염치즈', '우유', '저염간장']"
삼겹살        로즈마리     고구마       생크림       감자       튀김기름       브로컬리       올리브오일        소스   오렌지       설탕       정종       저염소금     와사비    ,오렌지삼겹찜,굽기,1,0,0,0,"['삼겹살', '로즈마리', '고구마', '생크림', '감자', '튀김기름', '브로컬리', '올리브오일', '오렌지', '설탕', '정종', '저염소금', '와사비']"
다진 소고기        마늘       양파       파프리카      후춧가루         빵가루       소금        버터      식용유       소스   고구마       바나나       마요네즈      매실액      게맛살        곁들임채소   어린잎       브로컬리       미니새송이     ,소고기볼게살타르,굽기,1,1,0,0,"['소고기', '마늘', '양파', '파프리카', '후춧가루', '빵가루', '버터', '식용유', '고구마', '바나나', '마요네즈', '매실액', '게맛살', '곁들임채소', '어린잎', '브로컬리', '미니새송이']"
다진소고기        수삼       양파       대파      마늘       저염간장       후춧가루         정종      찹쌀가루       새송이       대추       통깨     어린잎        소스   저염간장       올리고당       설탕      육수      ,수삼떡갈비,굽기,1,1,0,0,"['다진소고기', '수삼', '양파', '대파', '마늘', '저염간장', '후춧가루', '정종', '찹쌀가루', '새송이', '대추', '통깨', '어린잎', '저염간장', '올리고당', '설탕', '육수']"
밀가루        백년초가루       뽕잎가루      치자가루       미나리       두부       오징어      다진 소고기       양파       부추       숙주      대파       마늘       참기름       후춧가루        통깨    ,삼색딤섬,찌기,1,1,0,0,"['밀가루', '백년초가루', '뽕잎가루', '치자가루', '미나리', '두부', '오징어', '소고기', '양파', '부추', '숙주', '대파', '마늘', '참기름', '후춧가루', '통깨']"
양파       대파       당근       마늘      식용유       메추리알        밥        소금       밀가루       녹말가루       달걀       빵가루      튀김기름         소스   칠리소스     ,밥크로켓,튀기기,1,0,1,0,"['양파', '대파', '당근', '마늘', '식용유', '메추리알', '밥', '밀가루', '녹말가루', '달걀', '빵가루', '튀김기름', '칠리소스']"
가지       올리브오일       소금        토마토      모짜렐라치즈        소스   토마토소스       토마토        곁들임   팽이버섯       후춧가루       ,가지토마토구이,굽기,1,0,1,1,"['가지', '올리브오일', '토마토', '모짜렐라치즈', '토마토소스', '토마토', '곁들임', '팽이버섯', '후춧가루']"
 필수 재료   다진 소고기       다진 돼지고기       양파       마늘      깻잎      올리브오일      메추리알       숙성   소금        후춧가루         달걀       녹말가루      빵가루      소스   마른고추      대파      마늘      와인      저염간장      올리고당      설탕      토마토    ,함박스테이크,굽기,1,1,0,0,"['소고기', '돼지고기', '양파', '마늘', '깻잎', '올리브오일', '메추리알', '숙성', '후춧가루', '달걀', '녹말가루', '빵가루', '마른고추', '대파', '마늘', '와인', '저염간장', '올리고당', '설탕', '토마토']"
스파게티        올리브오일       소고기      저염간장       설탕       마늘       깻잎      양파       파프리카       육수        설탕      식초       저염간장     ,냉파스타,기타,1,0,0,0,"['스파게티', '올리브오일', '소고기', '저염간장', '설탕', '마늘', '깻잎', '양파', '파프리카', '육수', '설탕', '식초', '저염간장']"
사과       배       설탕       바나나       키위      파인애플       마        양념장   마늘       식용유      고춧가루       식초      저염간장      설탕     ,과일겉절이,기타,1,0,1,1,"['사과', '배', '설탕', '바나나', '키위', '파인애플', '마', '마늘', '식용유', '고춧가루', '식초', '저염간장', '설탕']"
새송이버섯       느타리버섯       표고버섯      소금        녹말가루       달걀       튀김기름       키위        소스   저염간장       설탕       식초      물녹말 녹말가루      물       오이       양파      당근       목이버섯     ,버섯탕수,튀기기,1,0,1,0,"['새송이버섯', '느타리버섯', '표고버섯', '녹말가루', '달걀', '튀김기름', '키위', '저염간장', '설탕', '식초', '물녹말', '녹말가루', '오이', '양파', '당근', '목이버섯']"
연어 훈제연어         양파    개   아보카도    개   파프리카    개   오렌지    개   사워크림       어린잎     ,아보카도 연어샐러드,기타,1,1,1,1,"['연어', '훈제연어', '양파', '아보카도', '파프리카', '오렌지', '사워크림', '어린잎']"
돼지고기        시금치       양송이버섯  개   파프리카    개   마늘       오렌지    개   레몬    개   머스터드       꿀       생크림       우유        소금        후추         올리브오일     ,오렌지마리네이드 돼지고기,굽기,1,1,0,0,"['돼지고기', '시금치', '양송이버섯', '파프리카', '마늘', '오렌지', '레몬', '머스터드', '꿀', '생크림', '우유', '후추', '올리브오일']"
소고기 갈비         인삼  뿌리   당면       표고버섯  개   달걀  개   대추  알   양파       파       마늘       설탕       저염간장     ,인삼갈비탕,끓이기,1,1,0,0,"['소고기', '갈비', '인삼', '뿌리', '당면', '표고버섯', '달걀', '대추', '양파', '파', '마늘', '설탕', '저염간장']"
체리       고구마        화이트 초콜릿       판젤라틴  장   피스타치오       헤이즐넛       캐슈넛       호두       아몬드       라즈베리       건포도       애플민트    ,체리젤리를 곁들인 고구마무스,끓이기,1,0,1,1,"['체리', '고구마', '화이트', '초콜릿', '판젤라틴', '피스타치오', '헤이즐넛', '캐슈넛', '호두', '아몬드', '라즈베리', '건포도', '애플민트']"
닭고기        카레가루       당근       양파       샐러리    개   아스파라거스  개   토마토       감자       생크림       소금        후춧가루       ,카레닭 룰라이드,끓이기,1,1,0,0,"['닭고기', '카레가루', '당근', '양파', '샐러리', '아스파라거스', '토마토', '감자', '생크림', '후춧가루']"
미숫가루       통조림콩       검은콩       바나나  개   흑임자      달걀  개   우유        애플민트       버터       설탕     ,세 가지곡물콩라미수,끓이기,1,0,1,1,"['미숫가루', '통조림콩', '검은콩', '바나나', '흑임자', '달걀', '우유', '애플민트', '버터', '설탕']"
망고퓨레       라즈베리       피스타치오       크림치즈       요거트       생크림       판젤라틴  장   레몬    개   애플민트       설탕     ,크림치즈 망고무스,끓이기,1,0,1,0,"['망고퓨레', '라즈베리', '피스타치오', '크림치즈', '요거트', '생크림', '판젤라틴', '레몬', '애플민트', '설탕']"
줄기토마토  개   토마토        오이       양파       올리브오일       설탕     ,토마토주스를곁들인컵토마토,볶기,1,0,1,1,"['줄기토마토', '토마토', '오이', '양파', '올리브오일', '설탕']"
연어 훈제연어         주꾸미        소라       완두콩       샐러리       파프리카    개   오이       당근       양파       고추장       식초       설탕       소금      ,해산물 훈제연어롤,기타,1,1,1,0,"['연어', '훈제연어', '주꾸미', '소라', '완두콩', '샐러리', '파프리카', '오이', '당근', '양파', '고추장', '식초', '설탕']"
홍시  개   콩가루       계피       생강       호두       곶감  개   자몽    개   판젤라틴  장 ,인절미 무스와 수정과 아이스크림,기타,1,0,1,1,"['홍시', '콩가루', '계피', '생강', '호두', '곶감', '자몽', '판젤라틴']"
재료   닭고기        감자        양파       달걀  개   마늘       찹쌀가루       매실청      소금        후춧가루        식용유     ,감닭떡갈비,굽기,1,0,0,0,"['닭고기', '감자', '양파', '달걀', '마늘', '찹쌀가루', '매실청', '후춧가루', '식용유']"
현미        두부        아욱        날치알       단호박    개   새싹       된장       생크림       매실청       참기름    ,겨자아욱쌈밥,찌기,1,0,1,0,"['현미', '두부', '아욱', '날치알', '단호박', '새싹', '된장', '생크림', '매실청', '참기름']"
달걀  개   다시마       요리술       저염간장      날치알       말린 매생이       무순    ,다마고도후,찌기,1,1,1,1,"['달걀', '다시마', '요리술', '저염간장', '날치알', '말린', '매생이', '무순']"
단호박    개   부추       양파       까나리액젓       건새우       다시마       매실액       마늘       배    개   고춧가루     ,단호박생채,기타,1,0,1,1,"['단호박', '부추', '양파', '까나리액젓', '건새우', '다시마', '매실액', '마늘', '배', '고춧가루']"
닭고기 가슴살         토마토        가지  개   치즈  장   오레가노      마늘       소금        후춧가루         올리브오일     ,닭가슴살 스테이크,굽기,1,1,0,1,"['닭고기', '가슴살', '토마토', '가지', '치즈', '오레가노', '마늘', '후춧가루', '올리브오일']"
 키위샐러드   키위      개   방울토마토        개   양상추      장   아몬드      알   땅콩       알   무순 약간  마늘 드레싱   사과식초      큰술   설탕      큰술   물         컵   다진 마늘     작은술 ,마늘드레싱을 곁들인 키위샐러드,기타,1,0,1,0,"['키위샐러드', '키위', '방울토마토', '양상추', '아몬드', '땅콩', '무순', '마늘', '드레싱', '사과식초', '설탕', '마늘']"
돌나물       깻잎  장   관자  개    식용 꽃 약간    올리브유       석류 원액      레시틴가루       후춧가루 약간 ,깻잎향을 입힌 관자 샐러드,기타,1,1,1,1,"['돌나물', '깻잎', '관자', '식용', '꽃', '올리브유', '석류', '원액', '레시틴가루', '후춧가루']"
 건강그린 샐러드   양상추      장   치커리      줄기   레드치커리      줄기   방울토마토      개   주황 파프리카             두유 드레싱   두유       큰술   마요네즈      큰술   물엿       작은술   식초       작은술   물       큰술   설탕 약간,건강그린 샐러드와 고소한 두유드레싱,기타,1,0,1,1,"['건강그린', '샐러드', '양상추', '치커리', '레드치커리', '방울토마토', '주황', '파프리카', '두유', '드레싱', '두유', '마요네즈', '물엿', '식초', '설탕']"
케일 샐러드 보라로즈케일      장   흰로즈케일      장   케일      장  오미자 드레싱 오미자물         컵   요리당      큰술   식초       작은술 ,케일 오미자 샐러드,기타,1,0,1,1,"['케일', '샐러드', '보라로즈케일', '흰로즈케일', '케일', '오미자', '드레싱', '오미자물', '요리당', '식초']"
 주재료   꼬막        달래       단   깻잎       장   파프리카       개   소스   된장      큰술   고추장     작은술   사과즙         컵   참기름       큰술   깨      큰술   다진 마늘      작은술 ,꼬막 달래 된장 무침,끓이기,1,1,1,1,"['꼬막', '달래', '단', '깻잎', '파프리카', '된장', '고추장', '사과즙', '참기름', '깨', '마늘']"
 주재료   가지         개   베이컨      장   홍파프리카        개   황파프리카        개   청파프리카        개   미나리      소스   고추장     작은술   와사비       작은술   고춧가루       작은술   배           양파          마늘       개   올리고당     작은술   사과식초       작은술 ,베이컨 가지 말이,끓이기,1,0,0,1,"['가지', '베이컨', '홍파프리카', '황파프리카', '청파프리카', '미나리', '고추장', '와사비', '고춧가루', '배', '양파', '마늘', '올리고당', '사과식초']"
 주재료   마늘종       개   연어       식용유       작은술   소스   검정깨     작은술   청국장가루     작은술   마요네즈      작은술   장식   대추     개 ,청국장소스 연어 스테이크,굽기,1,1,1,1,"['마늘종', '연어', '식용유', '검정깨', '청국장가루', '마요네즈', '장식', '대추']"
재료 곤약        두부        가지       애호박       꽈리고추      조림장 감자전분      저염간장      물        다진 마늘     유자청       고추기름     ,두부곤약조림,끓이기,1,0,1,1,"['곤약', '두부', '가지', '애호박', '꽈리고추', '조림장', '감자전분', '저염간장', '마늘', '유자청', '고추기름']"
